,Reviewer Name,Review Rate,Review Time,Review Comment
134,Ngân Cao,1 sao,2 năm trước,"Quán bắt mình phải gửi xe tính phí thì không nói đi, thái độ phục vụ hết sức tệ, mình áp voucher up size đến 30/12/2020 mới hết hạn mà mới 14/12/2020 nói với mình hết hạn rồi không up cho mình, lúc mới bước vô order mấy bạn nhân viên thấy …"
135,Nhựt Lê,1 sao,3 năm trước,Tui vào gửi xe bảo vệ chỉ tui vào trong tui hỏi chứ sao mà ko để ở ngoài này trong khi có xe vừa mới ra . Bảo vệ liền bảo sao a phiền quá à đi cafe mà sợ tốn 5k gửi xe à cần ko tui cho thái độ rất mất dạy yêu cầu cân nhắc ngạy ạ xin cảm ơn
136,Tigerhbu Tiger,5 sao,4 năm trước,"19-8-2019 lúc 13h30 có 1 cậu bé bán vé số vào khu vực quán- tôi ko kì thị gì về những ng bán vé số , nhưng nếu những ng ko tốt khác trà trộn vào để lấy đồ của khách thì sẽ ntn.
mong quán xem xét ý kiến này"
137,Captain America,1 sao,4 năm trước,"Bảo vệ hung hăng quát nạt khách khi khách vào gửi xe, lấy tay chỉ trỏ vừa chỉ vừa la khách để theo ý mình, khách đi ra còn kênh kênh khách. Bảo vệ ca chiều khoảng 5h ngày 31/3/2019"
138,lam benjamin,5 sao,4 năm trước,Noi bán cafe ngon nhug tầm 21h nhân viên ko mún bán voi lý do báo hết...tầm 22h đuổi khách về trong khi quán khác là 23h
139,Bảo Nam,4 sao,2 năm trước,"Phục vụ nhanh, giữ xe miễn phí, sát bên siêu thị Sài Gòn. Mặt bằng quán có khu máy lạnh và ngoài trời."
140,ngọc hải,1 sao,10 tháng trước,bảo vệ hách dịch làm ăn bát nháo đề nghị đuổi thẳng cổ
141,Thuy Dang Ngoc,3 sao,3 năm trước,"Tạm ổn, chỉ là ồn quá!"
142,Van Anh Nguyen,5 sao,8 tháng trước,Yêu thương các bạn nhân viên vì cách bán hàng dễ thương
143,Minh Quân Võ,5 sao,2 năm trước,"Gần siêu thị Satra 3/2, không gian khó nhỏ và không có lầu. Tuy nhiên có vài ghế để bên ngoài dành cho ai hút thuốc lá.
Thức uống vẫn như những chỗ khác của Highlands coffee"
144,Bác Sĩ Thần Kinh,4 sao,4 năm trước,"Nhân viên phục vụ Highland thì chỗ nào cũng tốt, được đào tạo bài bản, nói năng lễ phép lịch sự và câu món ăn. Chỉ tiếc là trong quán cafe kiểu vậy sẽ hơi ồn ào, ko thích hợp lắm cho các bạn sinh viên học bài hay cần sự yên tĩnh"
145,Thuốc Tây,3 sao,3 năm trước,"Nước uống ok, chỉ có điều, khi quá đông, ko có chỗ để xe, BỊ BẮT CHẠY THẲNG VÀO TRONG SIÊU THỊ ĐỂ GỬI XE, UỐNG XONG RA TỐN 5k tiền giữ xe. ĐI 5 xe tốn 25k vô duyên. Sẽ ko ghé lại..."
146,Đức Nhân Nguyễn,1 sao,4 năm trước,"Nhân viên tính tiền sai
Bánh mỳ thiếu nước sốt hay gì ăn rất khô khang
Giám sát bán hàng nên xem lại …"
147,Phương Hồ,4 sao,4 năm trước,"Quán khá rộng không gian thoải mái, giá cả.dao động từ 19 đến hơn 50k bánh mì ngon nước uống cũng ổn"
148,Nhan Thiên Hàn,4 sao,4 năm trước,"chi nhánh ở đây luôn luôn đông khách nhưng không đủ chỗ gửi xe, có lần còn chỗ trống nhưng bảo vệ bắt vô gửi bên trong có thu phí, không rõ có sự móc nối nào ở đây chăng"
149,Teresina Truong,4 sao,3 năm trước,Dạo này highlands pha cafe theo y/c khách dặn khi uống trực tiếp hay đặt grap food đều ko theo ý. Luôn làm ngọt so với lúc khách dặn odre từ đầu. Xin thêm cafe thì ko hài lòng.
150,Phú Trương Thanh,1 sao,2 năm trước,"Quán mua đem về không cho được cái bao chắc tý nào,
Xách đi được mấy bước thì đứt quai cầm đổ nước
Quá tệ"
151,Lâm Vĩnh,3 sao,một năm trước,"Mặt bằng hơi nhỏ, ra nước lâu, nhân viên giữ  xe cực dẽ thưpng"
152,Đoàn Thiện Hòa,2 sao,2 năm trước,Hoá đơn của mình đến trước 3 người mà làm xong sau họ. Mình mua chỉ 2 ly thôi. Tại sao vậy các bạn nhân viên.
153,Nhân Thành,4 sao,4 năm trước,Thức uống phong phú có kèm theo các món ăn nhẹ phù hợp cho bữa sáng chỗ gửi xe nhỏ (không đủ chỗ) phải chạy qua gửi ở gần đó
154,thanh lam ho,1 sao,2 năm trước,"Cà phê mùi vị quá tệ, không gian ồn ào, thất vọng cho thương hiệu lớn. Sẽ không bao giờ sử dụng sản phẩm của Highland nữa."
155,tri huynh,3 sao,5 năm trước,"Tôi thích nước uống của Highland.  Nhưng ghé quạn chổ này vì quán cực kì ồn, cả trong lẫn ngoài sân (ngoài sân thì bụi khói xe)
1 điểm trừ nữa là luôn thiếu chổ gởi xe, nếu có chổ thì xe cũng phơi nắng.
Góp ý:  hổ trợ khách gởi xe siêu thị (3k) theo hóa đơn."
156,Gia Bảo Đỗ Xuân,5 sao,3 năm trước,"View ổn, nước ổn, dịch vụ tốt. Nhân viên có đeo khẩu trang để phục vụ khách hàng trong mùa dịch Covid-19."
157,Phúc Nguyễn Vĩnh,3 sao,3 năm trước,"Mua về thì dùng quai làm vằng lục bình thân thiện môi trường. Nhưng nghiệp vụ nhân viên rất kém, mình dùng sspay mà nhân viên cứ ngớ người ra"
158,Trần Trung Tín,3 sao,3 năm trước,"- Đồ uống ổn
- Không gian quá ồn ào
- Nhân viên không quan tâm khách có thấy đồ uống hay có lấy hay không. Sống chết mặc bây, lên tiếng mí trả lời."
159,Nguyen Quang Tran,5 sao,6 năm trước,Ngon. View đep
160,Pluto lucky,4 sao,8 tháng trước,Quán không gian và thức uống theo đúng chuẩn highland
161,Hiệp Vũ Đình,1 sao,5 năm trước,Vị trí có vẻ đắc địa.  Nhưng chạy vô thì ko có chỗ gửi xe phải vô gửi ké siêu thị. Cổng vô siêu thị và bãi xe bố trí kì quái.  Nghĩ đi nghĩ lại sao phải hành hạ mình với cái bãi xe này nên đi ra lại và bị thu 5000. Ko bao giờ quay lại.
162,Văn Nhật Phương,5 sao,một năm trước,Có những ngày đưa đón con đi học thường ghé nơi đây
163,Kim Huỳnh Anh,4 sao,2 năm trước,Nhân viên thân thiện và không gian quán phù hợp khi đi với nhóm bạn nhưng nước uống quá chán 😭 …
164,Nghĩa Trọng,5 sao,5 năm trước,"Nước uống, wifi ok"
165,Thế Phương Trần,3 sao,5 năm trước,Ca phê ngon. Cà phê sữa pha hơi ngọt nên phải dặn pha chế ít ngọt khi order. Cách đănh nhập vào wifi của quán hơi phức tạp vài lần mới quen được nhưng mất công/thời gian
166,Anh Trí Nguyễn,4 sao,4 năm trước,"Không gian rất thích hợp để làm việc, coffee hợp khẩu vị, nhân viên rất nhiệt tình, quán cà phê được trang trí theo phong cách rất riêng của thương hiệu, ấm cúng, vô cùng phù hợp cho những buổi hẹn hò nhẹ nhàng với người thương <3"
167,Lua Duong,5 sao,3 năm trước,1 ly trà hạt sen cho ngày mới
168,Thịnh Lê Phước,4 sao,4 năm trước,"Vẫn như thường lệ, kêu nước thanh toán xong cầm cái máy báo nhận nước ngồi chờ xíu. Máy rung lên thì đi lấy nước, lâu mau còn tùy thời điểm trong ngày."
169,Harry Tuan,1 sao,5 năm trước,"Có nhiều loại thức uống, mỗi nơi pha chế không dc đồng nhất, nơi đây có khu máy lạnh va ngoài trời, nơi để xe k dc nhiều, thoi giwn đông phải gửi ben sieu thi và tốn phí"
170,Hai Pham,4 sao,4 năm trước,"Bác giữ xe khó tính quá. Địa điểm tốt, nhân viên trẻ, thân thiện. Cà phê Highland thì tiêu chuẩn rồi, ở đâu cũng như nhau, cà phê đặc sắc."
171,tung tran ba,3 sao,4 năm trước,"Quán không gian hơi nhỏ, gởi xe miễn phí tuy nhiên bãi xe hơi nhỏ, gặp lúc đông là phải gởi xe trong siêu thị, cfê ngon"
172,Vũ Trần,5 sao,6 năm trước,Địa điểm khá đông khách vào buổi trưa chiều. Gần như full bàn. Nhân viên phục vụ ok. Anh giữ xe trách nhiệm và thân thiện.
173,Khai Le Viet Tuan,2 sao,4 năm trước,"Phục vụ kém, khách đợi lấy nước mà nhân viên 5 6 người đứng đó tám chuyện cá nhân. Chỉ 1 2 nhân viên phục vụ đúng mức …"
174,sang lý văn,1 sao,3 năm trước,"Phân biệt đối xử với shipper rõ ràng, tôi tới trước mà cứ làm món cho go- viet đi trước. Không bao giờ ghé lần tiếp theo ."
175,Lam Phan,4 sao,6 năm trước,Quán đẹp ok
176,Kelly Thu,3 sao,4 năm trước,"Ngồi bên trong quán thì mất, nhưng ồn vì tiếng vang của các giọng nói. Ngồi ngoài sân thì ồn vì tiếng xe của đường 3/2 và cầu vượt."
177,Mr. Curiosity,3 sao,5 năm trước,Quán hơi chán nhưng chẳng hiểu sao lại đông kinh. Bạn vào ngồi đợi bạn tí là nhân viên cứ đi qua đi lại nhắc nhở bạn gọi nước liên tục mặc dù bạn vừa uống trước đó ko lâu rất là phản cảm.
178,QuocDuyAuto ngừng hoạt động,5 sao,5 năm trước,"Quán sạch sẽ, có không gian mở phía gần đường 3/2 cũng rất thoáng mát, mà cũng do gần đường nên hơi ồn một xíu !. Một không gian thư giãn cũng có lý"
179,Tân Nguyễn,5 sao,5 năm trước,"máy lạnh, wifi, cà phê phục vụ đều tốt"
180,Nhật Tân Lê,5 sao,4 năm trước,"Cafe ngon ,dịch vụ tốt, chi nhánh Satra thái độ phục vụ chu đáo , em mình từng để quên bóp tại đây và khi quay lại đã được nhân viên quán hỗ trợ tìm lại , rất hài lòng vì sự nhiệt tình và trung thực của nhân viên ở đây."
181,HA VULOC,3 sao,5 năm trước,Chỗ để xe máy quá nhỏ không để được phải gởi nơi bãi (xa và tốn phí). Giải thích không nhiệt tình và thuyết phục.
182,Vinh Toàn Trương,4 sao,3 năm trước,"Nước uống ngon
Không gian cũng khá
Chỉ riêng chỗ để xe hơi ít. Ai đi trễ phải gửi xe tốn phí"
183,Phát Điền,5 sao,4 năm trước,"Đẹp yên tĩnh phục vụ tốt , đỗ xe cũng dễ nhanh gọn , thức uống ngon đa dạng rất đáng tiền."
184,Phan Piter,5 sao,3 năm trước,Rất hài lòng với dịch vụ !
185,Thiên Đăng Nguyễn,5 sao,4 năm trước,"Quán có view khá đẹp, chất lượng của highland về nhân viên và menu ở đây thì khỏi phải bàn rồi, rất đáng để đi."
186,Nhựt Minh Diệp Huỳnh,3 sao,5 năm trước,Địa điểm ko có máy quẹt thẻ tín dụng. Nếu lỡ KH ko đem đủ tiền mặt ma order roi thi bik lay gi ma thanh toan. Điểm trừ.
187,Chú 2 Nguyễn,5 sao,2 năm trước,Tôi rất thích không gian của Highlands Coffee. Thức uống rất là hợp vị. Ánh sáng rất phù hợp cho các bạn lên hình sống ảo👍👍👍 …
188,Lê Hữu Minh Duy (Nhà Đất Thành Phố),5 sao,4 năm trước,đồ uống ngon.rất sạch sẽ.nhân viên thái độ rất tốt tận tình và thân thiện.sẽ ghé nhiều hơn để thưởng thức.cho 5* để các bạn nhân viên thêm động lực để làm nhé
189,Oanh Đặng,5 sao,4 năm trước,"Kết nhất món Freeze, không gian rộng rãi thoáng mát, ngồi phía ngoài ngắm đường phố cũng rất thú vị"
190,Lan anh Đỗ Thị,5 sao,một năm trước,"Không gian thoải mái, trang trí đẹp, nước ngon"
191,Game Play,2 sao,4 năm trước,Nhân viên không nhớ món của khách. Khách gọi cafe sữa đá mang đi lại đưa tách cafe nóng uống tại chỗ
192,Thuy Lun,1 sao,một năm trước,Nóng nực . Ngồi tới tối nhân viên còn tăng máy lạnh lên đổ hết cả mồ hôi. Tệ !
193,Thủy Nguyễn Sài Gòn,1 sao,3 năm trước,"Vô ngồi 1 buổi mà kô có con ma nào hỏi 1 tiếng ,bàn ghế thì bụi lấp,kô hỉu high chỗ nào?Làm ăn thế này thì tương lai sẽ là quá khứ."
194,Manh Cuong Dinh,5 sao,6 năm trước,"View quán đẹp. Có chỗ ngồi ngoài trời. Tuy nhiên bãi giữ xe khá nhỏ, nhiều khi phải gởi xe bêb siêu thị."
195,mark phạm,5 sao,6 năm trước,"Không gian đẹp,  view đẹp,  có tùy chọn ngồi ngoài trời hoặc phòng lạnh. Menu update liên tục là 1 điểm cộng.  Giá cả phải chăng"
196,Đào Xuân Thủy,3 sao,3 năm trước,"Quán không gian thoán mát, đầy đủ các loại nước uống và thức ăn phục vụ bữa trưa."
197,Thao Nguyen,4 sao,5 năm trước,Vì ở vị trí giao nhau của nhiều đường lớn và bệnh viện nên đông. Do đông nên khá ồn ào giờ cao điểm. Phục vụ tốt. Menu với cách pha chế hương vị giống ở những chỗ highland khác
198,HOA NGUYEN,3 sao,3 năm trước,"Đồ uống ngon, quán rộng rãi, thoáng mát, có cả trong nhà và ngoài sân nhưng tolet dơ."
199,Như Ý Nguyễn,2 sao,2 năm trước,"Quán vệ sinh ko sạch sẽ, gối ngồi ướt, thối tiền thiếu, phục vụ thiếu chuyên nghiệp"
200,Thái Ngọc Hải,5 sao,5 tháng trước,Rất đẹp mắt
201,caovinh vonguyen,3 sao,5 năm trước,"Highland Coffee chat luong tuong doi. Gia hoi dat doi voi mot so nuoc uong. Quan bo tri ban ghe khong hop ly. Khach den 2 nguoi ngoi ban 4 ghe., khach ke tiep phai cho, nhan vien ko biet tu dong di bo tri cho cho khach ngoi"
202,Tran Quoc Thai,4 sao,3 năm trước,"Rộng rãi, sạch sẽ, đồ uống ngon. cây. Có bãi xe nhưng nhỏ nhưng có thể gửi trong nhà xe siêu thị"
203,Tran Thuong,5 sao,3 năm trước,Ngay trong khuôn viên siêu thị nên lượng khách lúc nào cũng đông. Nhân viên phục vụ tận tình chu đáo.
204,Sương Lê Thị Thảo,3 sao,4 năm trước,"Đố uống phục vụ khá nhanh, các loại bánh kèm thêm vừa khẩu vị cho những bạn nào thích ăn đồ ngọt."
205,Đỗ Hải Vương,5 sao,2 năm trước,Một trong những quán Highland có chỗ ngồi ngoài trời khá mát để giãn cách mùa dịch
206,Vũ Thiên,1 sao,một năm trước,"Mạng mẽo như kiểu đuổi khách, mặc dù ngồi mới 5p"
207,NgocCam Nguyen,3 sao,4 năm trước,Không gian trang trí đẹp. Menu thời điểm mình vô đơn điệu -> Thức uống ko có nhiều lựa chọn.
208,tn p,1 sao,3 năm trước,Quán lớn mà mấy cái túi đựng ly từng cái 1. Haizz. Ko có 1 cái túi lớn để đựng nhiều ly hơn
209,kimloan mai,5 sao,4 năm trước,"Tôi thích nơi này vì cafe ngon ,không gian đẹp, nhân viên phục vụ lịch sự nhiệt tình!"
210,Hoàng Nam Nguyễn,4 sao,4 năm trước,Caphe ở đâu uống rất ngon có điều quán lúc nào cũng đông khách hết nên vào hiếm có chỗ ngồi
211,Minh Đạt,5 sao,5 năm trước,"Nhân viên rất có sáng kiến trong việc lấy mã KM Samsung, từ chối khách chen ngang, rất hài lòng"
212,VINCENT NGUYỄN,3 sao,4 năm trước,Cà phê sữa ngon nhưng quán hơi ồn vào buổi trưa
213,Hoa Nguyen,3 sao,3 năm trước,"Nước ngon, phục vụ tốt, nhưng quán ồn quá nên không tập trung làm việc được."
214,Thị Minh Trí Lê,3 sao,4 năm trước,Quán sửa chữa mới lại nhìn rộng rãi và thoáng đẹp. Chỉ mỗi tội muốn đi toilet phải đi tới tầng 5.
215,Ngoc Lan Axt Nguyen,4 sao,một năm trước,Tuyệt vời thư giãn với ly cà phê ngon.
216,thanh xuan nguyen,1 sao,4 năm trước,Thái độ nhân viên ko chuyên nghiệp . Ko có chỗ giữ xe là lỗi của ai mà còn thái độ với khách ????
217,Vuong Quoc,5 sao,3 năm trước,Quá ngon đậm đà vị cafee
218,Tuấn Ngô Văn,5 sao,một năm trước,"Cafe ngon, nơi ngồi thưởng thức cafe tuyệt vời."
219,Tân Lê Duy,5 sao,2 năm trước,Chổ ngồi ở ngoài trời thoáng mát tuy hơi ồn một xíu vì gần đường đó xe cộ đông.
220,Gia Thanh Lam,4 sao,4 năm trước,"Nước uống ngon , không gian ổn , nhưng tollet chỉ đi đc ít người , hơi bất tiện"
